,display_name,purchase_end,distance,items_available,category,description,badges,rating,addres_line,pickup_interval.start,pickup_interval.end
74,Metro - 2155 St. Clair W (Baked Goods),2023-02-26T23:00:00Z,12.019395771592798,5,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 66, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 66, 'month_count': 3}]",3.9696969696969697,"2155 St Clair Ave W, Toronto, ON M6N 1K5, Canada",0-02-26 14:00:00,0-02-26 18:00:00
75,LivClean Meals (Prepared Food - Large),,12.026214576468623,0,MEAL,Your surprise bag might contain a delicious healthy meal with potentially a dessert and/or a beverage that the store has left at the end of the day however still good to enjoy ! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 78, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 78, 'month_count': 3}]",4.012820512820513,"3650 Langstaff Rd, Woodbridge, ON L4L 9A8, Canada",NaT,NaT
76,LivClean Meals (Prepared Food - Small),,12.026214576468623,0,MEAL,Your surprise bag might contain a delicious healthy meal that the store has left at the end of the day however still good to enjoy ! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 24, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 24, 'month_count': 3}]",3.7916666666666665,"3650 Langstaff Rd, Woodbridge, ON L4L 9A8, Canada",NaT,NaT
77,Rancho Relaxo To Go,,12.034183128898187,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 105, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 105, 'month_count': 6}]",4.6767676767676765,"1635 Dupont St, Toronto, ON M6P 3S9, Canada",NaT,NaT
78,Cantanhede O Bairradino,,12.037647224895906,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 110, 'month_count': 5}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 110, 'month_count': 5}]",4.7272727272727275,"662 Lansdowne Ave, Toronto, ON M6H 3Y8, Canada",NaT,NaT
79,The Maker Bean Cafe,,12.05151924129784,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 56, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 56, 'month_count': 6}]",4.346153846153846,"1052 Bloor St W, Toronto, ON M6H 1M3, Canada",NaT,NaT
80,Sunrise Bakery - Inside Nos Market  (Baked Goods ),2023-02-27T01:00:00Z,12.060273521140386,3,BAKED_GOODS,"Your surprise bag might contain delicious baked goods that the store has left at the end of the day, however still good to enjoy. 

*Sunrise Bakery is inside Nos Market ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 14, 'month_count': 1}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 14, 'month_count': 1}]",4.357142857142857,"9100 Jane St unit 55, Concord, ON L4K 0A4, Canada",0-02-26 19:00:00,0-02-26 20:00:00
83,Metro - 444 Yonge St (Cake Bag),,12.081130216080311,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 83, 'month_count': 2}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 83, 'month_count': 2}]",4.204819277108434,"444 Yonge St, Toronto, ON M5B 2H4, Canada",NaT,NaT
84,Metro - 444 Yonge St (Baked Goods),2023-02-26T23:00:00Z,12.081130216080311,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 170, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 94, 'user_count': 170, 'month_count': 3}]",4.0588235294117645,"444 Yonge St, Toronto, ON M5B 2H4, Canada",0-02-26 14:00:00,0-02-26 18:00:00
85,7-Eleven - 1 Carlton Avenue (Baked goods),2023-02-27T00:00:00Z,12.087755164657594,1,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods, which may include donuts, cookies, and/or pastries! Items will be on or past the best before date, however everything will be good to consume!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 77, 'user_count': 26, 'month_count': 1}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 81, 'user_count': 26, 'month_count': 1}]",3.730769230769231,"1 Carlton St., Toronto, ON M5B 1L2, Canada",0-02-26 07:00:00,0-02-26 19:00:00
87,Saving Mondays,2023-02-26T17:00:00Z,12.10510707188996,0,BAKED_GOODS,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 215, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 215, 'month_count': 6}]",4.702564102564103,"1655 Dupont St, Toronto, ON M6P 3S9, Canada",0-02-26 08:30:00,0-02-26 12:00:00
88,Norm & Lenore Chocolates (Assorted Sweet Treats),,12.136176898423392,0,OTHER,"Rescue a Surprise Bag filled with chocolates, candies, nuts and fudge treats that the store has left over from the day however still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 126, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 126, 'month_count': 6}]",4.333333333333333,"2745 Dundas St W, Toronto, ON M6P 1Y1, Canada",NaT,NaT
89,Mabel's Bakery & Specialty Foods - Junction (Baked Goods),2023-02-26T23:00:00Z,12.143727266943582,0,BAKED_GOODS,"Your surprise bag will most likely contain an assortment of breads, pastries, buns & sweet treats! Your items may be past the best before date but still good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 291, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 291, 'month_count': 6}]",4.455882352941177,"2755 Dundas St W, Toronto, ON M6P 1Y4, Canada",0-02-26 17:00:00,0-02-26 18:00:00
90,Cafe Neon - Wallace Ave. (Baked Goods),2023-02-26T18:45:00Z,12.147398167903482,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day, however, still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 192, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 192, 'month_count': 6}]",4.27683615819209,"241 Wallace Ave, Toronto, ON M6H 1V5, Canada",0-02-26 10:00:00,0-02-26 13:45:00
91,Cafe Neon - Wallace Ave. (Prepared Foods),2023-02-26T19:45:00Z,12.147398167903482,0,OTHER,"Your Surprise Bag may contain fresh juice, dips, prepared salads, soups, and/or more!  Some items maybe close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 39, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 39, 'month_count': 6}]",4.125,"241 Wallace Ave, Toronto, ON M6H 1V5, Canada",0-02-26 10:00:00,0-02-26 14:45:00
92,Little Sweet Bakery (Baked Goods),,12.164249219478974,0,BAKED_GOODS,Rescue a Surprise Bag filled with delicious baked goods and treat left over from the day however still great to enjoy. Some products may contain nuts. ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 91, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 97, 'user_count': 91, 'month_count': 3}]",4.032967032967033,"Unit 1SK8, 9390 Woodbine Ave, Markham, ON L6C 0M5加拿大",NaT,NaT
93,Rois cream,2023-02-26T22:00:00Z,12.167225731182192,0,BAKED_GOODS,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 98, 'user_count': 83, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 83, 'month_count': 6}]",4.455696202531645,"382 Keele St, Toronto, ON M6P 2K8, Canada",0-02-26 16:30:00,0-02-26 17:00:00
94,Flock Rotisserie + Greens - University (MaRS) (Prepared Foods),,12.185761117051346,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day such as soups, salads and sides still great to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 178, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 178, 'month_count': 6}]",4.421383647798742,"661 University Ave, Toronto, ON M5G 1M1, Canada",NaT,NaT
95,Flock Rotisserie + Greens - Harbord,2023-02-27T03:00:00Z,12.189512433697958,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day, however still great to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 112, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 112, 'month_count': 6}]",4.764705882352941,"379 Harbord St, Toronto, ON M6G 1H8, Canada",0-02-26 21:00:00,0-02-26 22:00:00
96,Tâm Vietnamese Street Food and Café  - Keele St. (Vietnamese Food),2023-02-27T02:30:00Z,12.204659144553997,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day, however still great to enjoy! Your surprise bag could contain food which may require additional preparations or ingredients, but can lead to a great meal! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 18, 'month_count': 5}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 18, 'month_count': 5}]",5.0,"369 Keele St, Toronto, ON M6P 1Y9, Canada",0-02-26 21:00:00,0-02-26 21:30:00
97,No. 10 Dean - The Waverley (Small Surprise Bag),,12.223561641409296,0,BAKED_GOODS,No. 10 Dean is located on the first floor of The Waverley building. Your Surprise Bag will contain an assortment of baked goods the store has leftover!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 100, 'user_count': 12, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 100, 'user_count': 12, 'month_count': 4}]",4.666666666666667,"484 Spadina Ave., Toronto, ON M5S 2H1, Canada",NaT,NaT
98,No. 10 Dean - The Waverley (Large Surprise Bag),,12.223561641409296,0,BAKED_GOODS,No. 10 Dean is located on the first floor of The Waverley building. Your Surprise Bag will contain an assortment of baked goods the store has leftover!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 50, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 94, 'user_count': 50, 'month_count': 5}]",4.2,"484 Spadina Ave., Toronto, ON M5S 2H1, Canada",NaT,NaT
101,Le Génie Bakery and Espresso (Baked goods),,12.271424378717125,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like pastries, bread, cakes or sandwichs that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 74, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 74, 'month_count': 6}]",4.575342465753424,"382 Yonge St, Toronto, ON M5B 1S9, Canada",NaT,NaT
102,Plearn Cafe,2023-02-26T23:00:00Z,12.279662762700605,0,MEAL,Save a Surprise Bag bag from this iconic cafe specializing in amazing meals and baked goods. Bag may contain any leftover menu items or baked goods left over at the end of the day looking for a hungry home. ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 49, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 49, 'month_count': 2}]",4.142857142857143,"74 Gerrard St E, Toronto, ON M5B 1G6, Canada",0-02-26 17:00:00,0-02-26 18:00:00
103,Fancy Franks - College,,12.289925867163472,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 21, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 21, 'month_count': 6}]",4.421052631578948,"326 College St, Toronto, ON M5T 1S3, Canada",NaT,NaT
104,Kanto by Tita Flips,2023-02-27T00:00:00Z,12.294562831396998,1,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 82, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 82, 'month_count': 6}]",4.493670886075949,"2986 Dundas St W, Toronto, ON M6P 1Z3, Canada",0-02-26 18:00:00,0-02-26 19:00:00
105,Multani Rollz & Bowlz,2023-02-27T03:00:00Z,12.302664210274763,1,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 81, 'user_count': 16, 'month_count': 1}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 16, 'month_count': 1}]",3.875,"384 Yonge St, Toronto, ON M5G 2K2, Canada",0-02-26 21:30:00,0-02-26 22:00:00
108,Lebanese Garden,2023-02-27T03:00:00Z,12.31997512226606,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 182, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 182, 'month_count': 6}]",4.5964912280701755,"366 College St, Toronto, ON M5T 1S6, Canada",0-02-26 21:30:00,0-02-26 22:00:00
111,Saint Germain Bakery - Scarborough Town Centre (Assorted products),2023-02-26T16:00:00Z,12.32562702911512,0,BAKED_GOODS,"Save a surprise bag filled with baked goods.Your surprise bag may contain baked goods like pastries, bread, sandwich or beverages that the store has left at the end of their day. May be frozen. Some items maybe close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 874, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 874, 'month_count': 6}]",4.37639751552795,"300 Borough Dr, Scarborough, ON M1P 4P5, Canada",0-02-26 10:00:00,0-02-26 11:00:00
112,Hailed Coffee - College Park (Baked Goods and/or Prepared Foods),,12.331343987807887,0,BAKED_GOODS,Rescue a Surprise Bag filled with tasty pastries that could also include items like juices or other prepared goods leftover from the day however still great to enjoy!,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 119, 'month_count': 1}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 119, 'month_count': 1}]",4.495798319327731,"44 Gerrard St W, Toronto, ON M5G 2K2, Canada",NaT,NaT
114,Petite Bouchée Patisserie,2023-02-26T23:00:00Z,12.344061322078002,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 99, 'user_count': 195, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 99, 'user_count': 195, 'month_count': 6}]",4.882978723404255,"28 Sousa Mendes St, Toronto, ON M6P 3Z5, Canada",0-02-26 17:30:00,0-02-26 18:00:00
115,Nuthouse,,12.346134676754764,0,GROCERIES,"Organic and Natural. You may receive products that are near or past their best before date, but they will still be good to eat.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 91, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 91, 'month_count': 6}]",4.333333333333333,"1256 Bloor St W, Toronto, ON M6H 1N5, Canada",NaT,NaT
116,Nofa’s Coffee (Baked Goods and Power Bowls),2023-02-26T23:00:00Z,12.350571602022212,0,BAKED_GOODS,Save a Surprise Bag and you can enjoy delicious items which could include baked goods or power bowls left over from the day however still great to enjoy.,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 225, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 225, 'month_count': 6}]",4.629464285714286,"699 Lansdowne Ave, Toronto, ON M6H 3Y9, Canada",0-02-26 17:00:00,0-02-26 18:00:00
117,Stuffies Pastries - Scarborough Town Center,,12.351381723729773,0,OTHER,Your surprise bag may contain a mix of surplus/day old Stuffies Pastries!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 543, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 543, 'month_count': 6}]",4.025490196078431,"300 Borough Dr #38, Scarborough, ON M1P 4P5, Canada",NaT,NaT
118,Vagueira Grill,2023-02-26T21:00:00Z,12.356235817435387,2,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 152, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 152, 'month_count': 6}]",4.335664335664336,"835 Runnymede Rd, Toronto, ON M6N 3V8, Canada",0-02-26 15:00:00,0-02-26 16:00:00
119,Nicol's Pastry Shop (Baked Goods),,12.360350734424618,0,BAKED_GOODS,"Your surprise bag may contain pastries, pie, and/or other baked goods that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 216, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 216, 'month_count': 6}]",4.593908629441624,"8633 Weston Rd, Woodbridge, ON L4L 9R6, Canada",NaT,NaT
120,Pizza Pizza - 1571 Sandhurst Circle (Prepared meals),2023-02-26T23:00:00Z,12.366353156918027,0,MEAL,"Your bag may contain a variety of delicious individual slices, pizza, salads and/or french fries the store has left over from the day to enjoy!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 54, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 54, 'month_count': 2}]",4.148148148148148,"1571 Sandhurst Cir, Toronto, ON M1V 1V2, Canada",0-02-26 17:00:00,0-02-26 18:00:00
122,Lebanon Express- Dundas West - The Junction,2023-02-27T02:30:00Z,12.373202098272726,0,MEAL,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day. Some items may be left over from the day, however still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 195, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 195, 'month_count': 6}]",4.793296089385475,"3050 Dundas St W, Toronto, ON M6P 1Z7, Canada",0-02-26 21:00:00,0-02-26 21:30:00
123,Gaspar Cafe,,12.37751315067796,0,OTHER,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 78, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 78, 'month_count': 6}]",4.563380281690141,"10 Sousa Mendes St, Toronto, ON M6P 3Z5, Canada",NaT,NaT
124,Padaria Toronto - Dundas (Baked Goods),,12.381287292466183,0,MEAL,You will receive delicious baked goods and/or bread that the store has left that day however still great to enjoy!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 169, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 169, 'month_count': 6}]",4.48,"3035 Dundas St W, Toronto, ON M6P 2S7, Canada",NaT,NaT
125,The Palms Jerk And Grill,,12.382964627582544,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 185, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 185, 'month_count': 6}]",4.065868263473054,"2419 St Clair Ave W, Toronto, ON M6N 1K9, Canada",NaT,NaT
126,Jamaica Stamp - Scarborough,,12.405279361672502,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 273, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 97, 'user_count': 273, 'month_count': 6}]",4.770161290322581,"1053 Midland Ave, Scarborough, ON M1K 4G8, Canada",NaT,NaT
127,Edible Arrangements - Vaughan (Cutout Fruit Bag),,12.415667383206573,0,OTHER,"Each Surprise Bag will contain leftover cut fruit from the arrangements that will need a little extra work! Pineapple, cantaloupe and melon will be included in most bags that will need to be chopped up but can lead to fresh delicious fruit. ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 77, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 99, 'user_count': 77, 'month_count': 4}]",4.662337662337662,"3255 Rutherford Rd, Concord, ON L4K 5Y5, Canada",NaT,NaT
128,Hailed Coffee - Riverdale (Baked Goods),,12.421022080087955,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 40, 'month_count': 1}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 40, 'month_count': 1}]",4.5,"801 Gerrard St E, Toronto, ON M4M 1Y5, Canada",NaT,NaT
129,Petti Fine Foods (Medium Bag),2023-02-26T19:30:00Z,12.424324477800791,0,MEAL,"Save a Surprise Bag and you could enjoy a range of items, such as salads, baked goods or even sandwiches left from that day, however still great to enjoy! Some items may be close to or past 'best before' date or left over from that day however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 36, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 36, 'month_count': 6}]",4.548387096774194,"3077 Dundas St W, Toronto, ON M6P 1Z5, Canada",0-02-26 11:00:00,0-02-26 14:30:00
130,Otto's Berlin Döner,,12.435003940075568,0,MEAL,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 100, 'user_count': 28, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 28, 'month_count': 6}]",4.095238095238095,"256 Augusta Ave, Toronto, ON M5T 2L9, Canada",NaT,NaT
132,Village Juicery - College St (Surprise Bag),2023-02-26T20:00:00Z,12.449832041518173,0,OTHER,"Your Surprise Bag will contain an assortment of Village Juicery products. Some items may be close to, or past the ""best before"" date, however you will not receive anything past the ""expiration"" date!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 418, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 418, 'month_count': 6}]",4.5552699228791775,"540 College St, Toronto, ON M6G 1A6, Canada",0-02-26 15:30:00,0-02-26 17:30:00
134,Bravo Baklava & Bagels (Prepared Foods and Baked Goods),,12.469394993208423,0,OTHER,"Your surprise bag could contain items ranging from prepared goods like a sandwich to delicious baked goods and bagels. The items will be leftover from the day, however still great to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 76, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 76, 'month_count': 6}]",4.074626865671642,"9441 Jane St, Maple, ON L6A 4H8, Canada",NaT,NaT
135,Basil Box - Toronto Metropolitan University (formerly Ryerson),2023-02-27T03:15:00Z,12.473772373096859,0,MEAL,"Your Surprise Bags may include rice, noodle, salad, proteins, veggies, peanuts and/or seeds ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 143, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 143, 'month_count': 6}]",4.5,"351 Yonge St, Toronto, ON M5B 1S1, Canada",0-02-26 21:45:00,0-02-26 22:15:00
