,display_name,purchase_end,distance,items_available,category,description,badges,rating,addres_line,pickup_interval.start,pickup_interval.end,id
75,Pusateri's - Avenue Rd (Assorted Produce),2023-02-27T00:00:00Z,4.9853750248398185,0,GROCERIES,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 157, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 157, 'month_count': 6}]",4.629370629370629,"1539 Avenue Rd, North York, ON M5M 3X4, Canada",0-02-26 17:00:00,0-02-26 19:00:00,373761
76,Pusateri's - Avenue Rd (Baked Goods),2023-02-27T00:00:00Z,4.9853750248398185,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 75, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 75, 'month_count': 6}]",4.405797101449275,"1539 Avenue Rd, North York, ON M5M 3X4, Canada",0-02-26 17:00:00,0-02-26 19:00:00,373762
77,Pusateri's - Avenue Rd (Prepared Foods),2023-02-27T00:00:00Z,4.9853750248398185,0,MEAL,"Your surprise bag could contain food which may require additional preparations or ingredients, but can lead to a great meal! Some items may be close to or past 'best before' date or left over from that day however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 216, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 216, 'month_count': 6}]",4.0576923076923075,"1539 Avenue Rd, North York, ON M5M 3X4, Canada",0-02-26 17:00:00,0-02-26 19:00:00,379051
78,Pizzaiolo - 1548 Avenue Rd (Pizza Slices),2023-02-27T03:00:00Z,4.993543908838519,0,MEAL,"Your bag may contain a variety of delicious individual slices, pizza, calzones and or a side salad the store has left over from the day to enjoy!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 96, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 96, 'month_count': 6}]",4.096385542168675,"1548 Avenue Rd, North York, ON M5M 3X5, Canada",0-02-26 21:30:00,0-02-26 22:00:00,633532
82,Longo's - Bayview Ave. (Prepared Foods),2023-02-27T00:00:00Z,5.138773760392096,0,MEAL,"Your Surprise Bag will contain an assortment of surplus prepared foods. You may receive surplus salads, sides, pasta, and/or prepared meats.  Items may be close to, or on the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 237, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 237, 'month_count': 6}]",4.0488888888888885,"7355 Bayview Ave, Markham, ON L3T 5Z2, Canada",0-02-26 17:00:00,0-02-26 19:00:00,647427
83,Longo's - Bayview Ave. (Baked Goods),2023-02-27T00:00:00Z,5.138773760392096,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, or on the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 84, 'user_count': 152, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 152, 'month_count': 6}]",3.742857142857143,"7355 Bayview Ave, Markham, ON L3T 5Z2, Canada",0-02-26 17:00:00,0-02-26 19:00:00,632135
87,Saint Germain Bakery - Fairview (Cake),,5.4859015093711765,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like cake that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 59, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 59, 'month_count': 6}]",4.603448275862069,"Unit CRU1092, 1800 Sheppard Ave E, North York, ON M2J 5A7, Canada",NaT,NaT,518181
88,Saint Germain Bakery - Fairview (Assorted products),2023-02-26T19:00:00Z,5.4859015093711765,0,BAKED_GOODS,"Save a surprise bag filled with baked goods.Your surprise bag may contain baked goods like pastries, bread, sandwich or beverages that the store has left at the end of their day. May be frozen. Some items maybe close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 800, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 800, 'month_count': 6}]",4.109905020352781,"Unit CRU1092, 1800 Sheppard Ave E, North York, ON M2J 5A7, Canada",0-02-26 12:00:00,0-02-26 14:00:00,517801
89,Saint Germain Bakery - Fairview (Large cake),2023-02-26T19:00:00Z,5.4859015093711765,0,BAKED_GOODS,"Save a surprise bag filled with baked goods. Your surprise bag may contain baked goods like cake that the store has left at the end of their day, however still good to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 84, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 84, 'month_count': 6}]",4.55,"Unit CRU1092, 1800 Sheppard Ave E, North York, ON M2J 5A7, Canada",0-02-26 12:00:00,0-02-26 14:00:00,518182
90,Metro - 3090 Bathurst St (Baked Goods),2023-02-26T23:00:00Z,5.603529280883244,3,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 95, 'user_count': 44, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 44, 'month_count': 3}]",4.386363636363637,"3090 Bathurst St, North York, ON M6A 2A1, Canada",0-02-26 16:00:00,0-02-26 18:00:00,790547
91,Slice N Bites,,5.7660658381923025,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 127, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 127, 'month_count': 6}]",4.546218487394958,"3020 Bathurst St, North York, ON M6B 3B6, Canada",NaT,NaT,506335
92,Jiji’s Kitchen and Restaurant,2023-02-26T21:50:00Z,5.838718877610339,0,MEAL,Save a Magic Bag and enjoy a delicious meal. ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 100, 'user_count': 13, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 85, 'user_count': 13, 'month_count': 6}]",3.8333333333333335,"40 Carl Hall Rd, North York, ON M3K 2C1, Canada",0-02-26 16:00:00,0-02-26 16:50:00,506730
93,La Rocca Creative Kitchen (Cupcakes and assorted baked goods),,5.875644742212846,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 50, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 50, 'month_count': 6}]",4.7560975609756095,"2638 Yonge St, Toronto, ON M4P 2J5, Canada",NaT,NaT,374252
94,Kin-Kin Bakery & Bubble Tea (John St.) (Baked Goods Small),,5.893990883288763,0,BAKED_GOODS,Save a surprise bag filled with baked goods.Your surprise bag may contain baked goods like pastries or bread that the store has left at the end of their day. Some items may be close to or past their baking date however still good to enjoy! ,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 26, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 26, 'month_count': 6}]",4.333333333333333,#141 300 John St.,NaT,NaT,517556
95,Kin-Kin Bakery & Bubble Tea (John St.) (Baked Goods Large),,5.893990883288763,0,BAKED_GOODS,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 188, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 96, 'user_count': 188, 'month_count': 6}]",4.614525139664805,#141 300 John St.,NaT,NaT,516678
96,Lovely Pao  - North York,2023-02-27T00:30:00Z,5.913711669987756,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 99, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 84, 'user_count': 99, 'month_count': 6}]",3.935483870967742,"756 Wilson Ave, North York, ON M3K 1E2, Canada",0-02-26 18:00:00,0-02-26 19:30:00,633396
97,Village Juicery - Yorkdale (Surprise Bag),2023-02-26T21:30:00Z,5.916280969178237,0,OTHER,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 397, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 397, 'month_count': 6}]",4.422459893048129,"3401 Dufferin St #603, North York, ON M6A 2T9, Canada",0-02-26 17:00:00,0-02-26 18:45:00,372814
98,Fresh Fruits House (Assorted Groceries),2023-02-27T01:30:00Z,5.919567864669739,0,MEAL,"From pantry staples to fresh produce, your surprise bag may contain some items close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 259, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 259, 'month_count': 6}]",3.96137339055794,"2628 Yonge St, Toronto, ON M4P 2J4, Canada",0-02-26 10:00:00,0-02-26 21:00:00,371571
99,ABURI TORA - Yorkdale Mall (Surprise Bag),2023-02-27T02:30:00Z,5.923799023098977,0,MEAL,"Save a bag containing delicious sushi items! It may contain items not sold that day, but still great to enjoy.  ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 261, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 261, 'month_count': 6}]",4.5,"3401 Dufferin St, North York, ON M6A 2T9, Canada",0-02-26 21:00:00,0-02-26 21:30:00,630348
102,Revitasize - Yonge Street,,5.934449594124669,0,MEAL,"Save a Surprise Bag and enjoy a delicious meal, snacks, or juice! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 42, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 81, 'user_count': 42, 'month_count': 6}]",3.763157894736842,"2631 Yonge St, Toronto, ON M4P 2J4, Canada",NaT,NaT,379381
104,Lumière Pâtisserie - Thornhill (Assorted Breads),2023-02-27T01:00:00Z,6.113175341857247,1,BAKED_GOODS,"Your surprise bag will contain breads that the store has left at the end of the day, however still good to enjoy. ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 82, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 85, 'user_count': 82, 'month_count': 1}]",4.317073170731708,"1102 Centre St, Vaughan, ON L4J 3M8, Canada",0-02-26 19:00:00,0-02-26 20:00:00,940253
105,Grodzinski Bakery (Baked Goods ),,6.137871263741561,0,BAKED_GOODS,"Your surprise bag might contain bread, sandwich or anything the store has left at the end of their day, however still good to enjoy. ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 43, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 81, 'user_count': 43, 'month_count': 1}]",3.7674418604651163,"1118 Centre St, Thornhill, ON L4J 7R9, Canada",NaT,NaT,768821
106,Nonna Lia (Dessert),,6.182918330707319,0,BAKED_GOODS,"It's a surprise! When you buy a Surprise Bag, it will be filled with delicious items that the store has left over such as tiramisu. ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 62, 'month_count': 5}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 62, 'month_count': 5}]",4.629032258064516,"2831 Bathurst St, North York, ON M6B 3A4, Canada",NaT,NaT,634463
107,Marquin  (Large Pie Surprise Bag),,6.218759327035195,0,OTHER,"Save a Surprise Bag filled with tasty Venezuelan Pies that may be left over from the day or imperfect, however still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 70, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 70, 'month_count': 6}]",3.984848484848485,"2523 Yonge St, Toronto, ON M4P 2H9, Canada",NaT,NaT,634079
108,Uptown Brie,,6.327351518546804,0,OTHER,Your surprise bag may contain some items close to or past 'best before' date however still good to enjoy! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 94, 'user_count': 63, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 63, 'month_count': 6}]",4.310344827586207,"11 Castlefield Ave, Toronto, ON M4R 1G3, Canada",NaT,NaT,374951
109,Tim Hortons - 3685 Keele St (Baked Goods),2023-02-27T03:00:00Z,6.348460705526731,2,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 83, 'user_count': 63, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 84, 'user_count': 63, 'month_count': 4}]",3.8412698412698414,"3685 Keele St, North York, ON M3J 3H6, Canada",0-02-26 20:00:00,0-02-26 22:00:00,790960
110,McEwan Foods - Don Mills (Surprise Bag),2023-02-26T23:00:00Z,6.348685353234648,0,OTHER,"Your Surprise Bag will contain an assortment of prepared foods, baked goods, and/or grocery items. Items may be close to or past the best before date.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 406, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 406, 'month_count': 6}]",4.22279792746114,"38 Karl Fraser Rd, North York, ON M3C 0H7, Canada",0-02-26 14:00:00,0-02-26 18:00:00,377070
112,Village Juicery - Yonge St (Surprise Bag),2023-02-26T19:50:00Z,6.4888319106768355,0,OTHER,"It's a surprise! When you buy a Surprise Bag, it will be filled with the delicious food that the store has left over at the end of the day. Some items may be left over from the day, however still great to enjoy! ","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 383, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 93, 'user_count': 383, 'month_count': 6}]",4.490566037735849,"2409 Yonge St, Toronto, ON M4P 2E7, Canada",0-02-26 15:20:00,0-02-26 16:15:00,378034
113,No. 10 Dean - The Parker (Large Surprise Bag),,6.557766799282705,0,BAKED_GOODS,No. 10 Dean is located on the first floor of The Parker building. Your Surprise Bag will contain an assortment of baked goods the store has leftover!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 89, 'user_count': 44, 'month_count': 5}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 44, 'month_count': 5}]",4.25,"91 Broadway Ave, Toronto, ON M4P 1T7, Canada",NaT,NaT,765684
114,No. 10 Dean - The Parker (Small Surprise Bag),,6.557766799282705,0,BAKED_GOODS,No. 10 Dean is located on the first floor of The Parker building. Your Surprise Bag will contain an assortment of baked goods the store has leftover!,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 29, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 90, 'user_count': 29, 'month_count': 4}]",4.310344827586207,"91 Broadway Ave, Toronto, ON M4P 1T7, Canada",NaT,NaT,765683
115,Edible Arrangements - North York (Cutout Fruit Bag),2023-02-26T19:00:00Z,6.581579747472587,0,OTHER,"Each Surprise Bag will contain leftover cut fruit from the arrangements that will need a little extra work! Pineapple, cantaloupe and melon will be included in most bags that will need to be chopped up but can lead to fresh delicious fruit. ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 50, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 78, 'user_count': 50, 'month_count': 4}]",3.94,"3200 Dufferin St, North York, ON M6A 3B2, Canada",0-02-26 13:00:00,0-02-26 14:00:00,767076
116,Metro - 1050 Don Mills Rd (Baked Goods),2023-02-26T23:00:00Z,6.609219696873436,4,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 182, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 87, 'user_count': 182, 'month_count': 3}]",4.4945054945054945,"1050 Don Mills Rd., North York, ON M3C 1W6, Canada",0-02-26 16:00:00,0-02-26 18:00:00,766181
117,Metro - 1050 Don Mills Rd (Cake Bag),,6.609219696873436,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 20, 'month_count': 2}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 20, 'month_count': 2}]",4.9,"1050 Don Mills Rd., North York, ON M3C 1W6, Canada",NaT,NaT,792563
122,Metro - 2300 Yonge St (Baked Goods),2023-02-26T23:00:00Z,6.814770420029661,1,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 86, 'user_count': 105, 'month_count': 3}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 87, 'user_count': 105, 'month_count': 3}]",4.123809523809523,"2300 Yonge St, Toronto, ON M4P 1E4, Canada",0-02-26 16:00:00,0-02-26 18:00:00,766175
123,Metro - 2300 Yonge St (Cake Bag),,6.814770420029661,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 29, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 29, 'month_count': 2}]",4.310344827586207,"2300 Yonge St, Toronto, ON M4P 1E4, Canada",NaT,NaT,792561
124,Metro - 656 Eglinton Ave E (Baked Goods),2023-02-27T02:00:00Z,6.833856710813719,5,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods. You may receive surplus bread, pastries, muffins, cookies and other items from the bakery! Items may be close to, on, or just past the ""best before"" date, however everything will still be good to eat!","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 88, 'user_count': 124, 'month_count': 3}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 92, 'user_count': 124, 'month_count': 3}]",4.362903225806452,"656 Eglinton Ave E, Toronto, ON M4P 1P1, Canada",0-02-26 09:00:00,0-02-26 21:00:00,766176
125,Metro - 656 Eglinton Ave E (Cake Bag),,6.833856710813719,0,BAKED_GOODS,"Your Surprise Bag will contain either one large surplus cake, or an assortment of smaller cakes, and/or dessert items. Items may be close to or on the best before date, however everything will be good to eat! Items will need refrigeration.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 33, 'month_count': 2}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 33, 'month_count': 2}]",4.333333333333333,"656 Eglinton Ave E, Toronto, ON M4P 1P1, Canada",NaT,NaT,792576
126,Tim Hortons - 1277 York Mills Rd Unit E5 (Baked Goods),2023-02-27T02:30:00Z,6.866225993133226,2,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods such as Donuts, Timbits, Cookies, Muffins, Bagels, and/or other baked goods.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 182, 'month_count': 4}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 93, 'user_count': 182, 'month_count': 4}]",4.0054945054945055,"1277 York Mills Rd unit e5, North York, ON M3A 1Z4, Canada",0-02-26 20:00:00,0-02-26 22:00:00,790949
128,Marché Leo's Market - Eglinton (Assorted Groceries),,6.866880706241478,0,GROCERIES,"Your Surprise Bag could contain: fresh produce, dairy, poultry/meat, & packaged groceries. It may be past the best before date, but it won't be past the expiry date.","[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 84, 'user_count': 598, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 92, 'user_count': 598, 'month_count': 6}]",4.041516245487364,"181 Eglinton Ave E, Toronto, ON M4P 1J4, Canada",NaT,NaT,371775
129,Formocha  (Assorted Teas),,6.9067315802774,0,OTHER,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 94, 'user_count': 88, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 91, 'user_count': 88, 'month_count': 6}]",4.6117647058823525,"55 Eglinton Ave E, Toronto, ON M4P 1G8, Canada",NaT,NaT,378532
131,7-Eleven - 1 Eglinton Ave. East (Baked goods),2023-02-27T00:00:00Z,6.910916424585347,0,BAKED_GOODS,"Your Surprise Bag will contain an assortment of surplus baked goods, which may include donuts, cookies, and/or pastries! Items will be on or past the best before date, however everything will be good to consume!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 96, 'user_count': 24, 'month_count': 1}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 88, 'user_count': 24, 'month_count': 1}]",4.041666666666667,"1 Eglinton Ave E, Toronto, ON M4P 3A1, Canada",0-02-26 07:00:00,0-02-26 19:00:00,794701
132,FIT MEAL Canada - John St. (Meals),,6.933150335013562,0,MEAL,,"[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 90, 'user_count': 81, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 81, 'month_count': 6}]",4.103896103896104,"2300 John St., Thornhill, ON L3T 6G7, Canada",NaT,NaT,518436
133,The Healthy Butcher - Eglinton (Assorted Produce),2023-02-26T23:00:00Z,7.017028204184512,0,GROCERIES,Your surprise bag will most likely contain an assortment of fruits and vegetables! ,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 89, 'user_count': 108, 'month_count': 6}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 91, 'user_count': 108, 'month_count': 6}]",3.965909090909091,"298 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",0-02-26 16:00:00,0-02-26 18:00:00,371141
134,Goûter (Eglinton West),2023-02-26T18:10:00Z,7.0187144503557235,0,BAKED_GOODS,"Save a surprise Bag that could contain an assortment of delicious bakery goods such as croissants that are left over from the day, however still great to enjoy!","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 103, 'month_count': 6}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 95, 'user_count': 103, 'month_count': 6}]",4.677777777777778,"300 Eglinton Ave W, Toronto, ON M4R 1B2, Canada",0-02-26 12:40:00,0-02-26 13:10:00,632623
135,Urla Fine Foods,,7.0340842407399204,0,GROCERIES,"From pantry staples to fresh produce or baked goods, your surprise bag may contain some items close to or past 'best before' date however still good to enjoy! ","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 79, 'user_count': 19, 'month_count': 0}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 79, 'user_count': 19, 'month_count': 0}]",3.736842105263158,"77 Samor Rd Unit 1, Toronto, ON M6A 1J2, Canada",NaT,NaT,940390
136,Pizza Pizza - 693 Mount Pleasant Road (Prepared meals),2023-02-26T23:00:00Z,7.087022495297412,0,MEAL,"Your bag may contain approximately 3-4 pizza slices, salad, wings or french fries the store has left at the end of the day! The Surprise Bag value is irrespective of any in-store deals or promotions.","[{'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 28, 'month_count': 4}, {'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LIKED', 'percentage': 86, 'user_count': 28, 'month_count': 4}]",3.7142857142857144,"693 Mt Pleasant Rd, Toronto, ON M4S 2N4, Canada",0-02-26 17:00:00,0-02-26 18:00:00,766317
137,Dave Young Fruit Market (Assorted Grocery Goods),2023-02-26T22:00:00Z,7.119314444053677,0,GROCERIES,,"[{'badge_type': 'OVERALL_RATING_TRUST_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 14, 'month_count': 0}, {'badge_type': 'SERVICE_RATING_SCORE', 'rating_group': 'LOVED', 'percentage': 100, 'user_count': 14, 'month_count': 0}]",4.857142857142857,"494 Eglinton Ave W, Toronto, ON M5N 1A5, Canada",0-02-26 16:00:00,0-02-26 17:00:00,906701
